,loss
0,170.43795982003212
1,168.93033134937286
2,167.04044723510742
3,163.56168550252914
4,153.6946172118187
5,148.3757990002632
6,145.12107080221176
7,144.34985476732254
8,143.92288491129875
9,143.67920526862144
10,143.47598108649254
11,143.34026390314102
12,143.257408618927
13,143.15388569235802
14,143.0662617981434
15,143.00314792990685
16,142.9227919280529
17,142.8527188897133
18,142.81942862272263
19,142.68911436200142
20,141.8860626220703
21,140.88257879018784
22,140.5436330139637
23,140.3831184208393
24,140.2553536593914
25,140.0889710187912
26,139.96801272034645
27,139.8314684033394
28,139.75714293122292
29,139.66897556185722
30,139.58623751997948
31,139.5124572813511
32,139.42099285125732
33,139.3746078312397
34,139.28315779566765
35,139.25758293271065
36,139.18013018369675
37,139.0844919681549
38,139.06345084309578
39,138.95623180270195
40,138.94857555627823
41,138.9037952721119
42,138.81287837028503
43,138.76860082149506
44,138.7378222644329
45,138.67096358537674
46,138.6498042345047
47,138.6136372089386
48,138.58623802661896
49,138.53056293725967
50,138.47645696997643
51,138.4618035554886
52,138.46128690242767
53,138.4154840707779
54,138.37198886275291
55,138.34500056505203
56,138.3193531036377
57,138.31136268377304
58,138.24591621756554
59,138.185683041811
60,138.13593381643295
61,138.20710134506226
62,138.15535041689873
63,138.1129500567913
64,138.08090364933014
65,138.06026774644852
66,138.01899299025536
67,138.01907315850258
68,137.9752985239029
69,137.94576570391655
70,137.95744621753693
71,137.87260261178017
72,136.14315792918205
73,135.58145609498024
74,135.35378327965736
75,135.24994254112244
76,135.12560525536537
77,135.05455002188683
78,134.98366317152977
79,134.9249541759491
80,134.88213071227074
81,134.84709760546684
82,134.82231578230858
83,134.77273294329643
84,134.72608453035355
85,134.7196094095707
86,134.668014138937
87,134.66740655899048
88,134.62196776270866
89,134.59747704863548
90,134.5887792110443
91,134.5394703745842
92,134.54762110114098
93,134.5443979203701
94,134.50834211707115
95,134.50356644392014
96,134.4721755385399
97,134.45823913812637
98,134.46056243777275
99,134.4564344882965
100,134.42446914315224
101,134.4119030535221
102,134.41191482543945
103,134.41779801249504
104,134.38809138536453
105,134.38067910075188
106,134.3471414744854
107,134.3333203792572
108,134.3185870051384
109,134.32878994941711
110,134.3198219537735
111,134.30377605557442
112,134.2828094959259
113,134.2620909512043
114,134.2551912665367
115,134.24144253134727
116,134.22928795218468
117,134.2377991080284
118,134.2501997947693
119,134.21975395083427
120,134.20414018630981
121,134.19748428463936
122,134.18497654795647
123,134.1943043768406
124,134.16237926483154
125,134.18297827243805
126,134.18680542707443
127,134.16889026761055
128,134.12732475996017
129,134.12374126911163
130,134.11705195903778
131,134.10063591599464
132,134.111284583807
133,134.11649602651596
134,134.09795865416527
135,134.10591146349907
136,134.08945134282112
137,134.07736560702324
138,134.08324965834618
139,134.07211190462112
140,134.06702488660812
