,loss
0,273.6111119687557
1,268.5316872000694
2,252.29320734739304
3,240.07291799783707
4,234.19983732700348
5,232.2471966445446
6,231.59433388710022
7,231.22624814510345
8,230.8503367304802
9,230.6611284315586
10,229.93590712547302
11,226.6562526524067
12,225.85202711820602
13,225.4575216770172
14,225.1384218931198
15,224.94903367757797
16,224.65361741185188
17,224.53223958611488
18,224.3965577185154
19,224.19111835956573
20,224.06658747792244
21,223.95379209518433
22,223.771642267704
23,223.7388115823269
24,223.64529731869698
25,223.48289132118225
26,223.3941169679165
27,223.3325940668583
28,223.20015406608582
29,223.12692859768867
30,223.03623220324516
31,222.95373845100403
32,222.820531219244
33,222.78951555490494
34,222.69868803024292
35,222.64466938376427
36,222.61549079418182
37,222.56419390439987
38,222.5173003077507
39,222.42642268538475
40,222.38642159104347
41,222.34084314107895
42,222.28573548793793
43,222.22654131054878
44,222.14824599027634
45,222.11253154277802
46,222.0785559117794
47,222.0430147945881
48,221.9999825656414
49,222.0131751894951
50,221.91936480998993
51,221.89870136976242
52,221.85749647021294
53,221.8123703598976
54,221.81886023283005
55,221.80924379825592
56,221.7321392595768
57,221.7288994193077
58,221.70097535848618
59,221.65565010905266
60,219.81449350714684
61,217.5845481455326
62,217.11502343416214
63,216.92562729120255
64,216.7531486749649
65,216.61375677585602
66,216.50420182943344
67,216.41264069080353
68,216.3460206091404
69,216.29354229569435
70,216.2082253396511
71,216.19555020332336
72,216.13619145751
73,216.0903762280941
74,216.05916771292686
75,216.05099999904633
76,215.9964784681797
77,215.98063030838966
78,215.9412080347538
79,215.9020437002182
80,215.88224387168884
81,215.86558064818382
82,215.84213227033615
83,215.8615834414959
84,215.82411801815033
85,215.80879360437393
86,215.7963720858097
87,215.7469919025898
88,215.72728502750397
89,215.7488493025303
90,215.74540215730667
91,215.696471452713
92,215.69652292132378
93,215.70396128296852
94,215.67467084527016
95,215.68980953097343
96,215.64971777796745
97,215.63323178887367
98,215.6548174917698
99,215.63767352700233
100,215.609531134367
101,215.60131126642227
102,215.63908818364143
103,215.57891511917114
104,215.56720635294914
105,215.56281608343124
106,215.61288091540337
107,215.58141234517097
108,215.56187641620636
109,215.54028195142746
110,215.55259624123573
111,215.52091372013092
112,215.50309035182
113,215.51413071155548
114,215.51728680729866
115,215.48982042074203
116,215.49573403596878
117,215.51698645949364
118,215.4692587852478
119,215.48654147982597
120,215.4777937233448
121,215.4550761282444
122,215.47149977087975
123,215.43685111403465
124,215.4496593773365
125,215.43752908706665
126,215.4417900145054
127,215.43422666192055
128,215.42274338006973
129,215.4479756951332
130,215.427664488554
131,215.3957386314869
132,215.40807420015335
133,215.40247032046318
134,215.3891637325287
135,215.36839386820793
136,215.37280276417732
137,215.3775513768196
138,215.39904072880745
139,215.37368401885033
140,215.35308983922005
141,215.37429428100586
142,215.34418126940727
143,215.34852054715157
144,215.33790612220764
145,215.35274264216423
146,215.34382671117783
147,215.32841396331787
148,215.32698893547058
149,215.29791817069054
150,215.32189813256264
151,215.29578417539597
152,215.32644072175026
153,215.2867003083229
154,215.3101573586464
155,215.289725959301
156,215.28345626592636
157,215.2903499007225
158,215.30729830265045
159,215.27104887366295
160,215.29984962940216
161,215.27802017331123
162,215.3126650750637
163,215.26066079735756
164,215.25184652209282
165,215.2851328253746
166,215.24976366758347
167,215.25696817040443
168,215.24402379989624
169,215.26385954022408
170,215.26742333173752
171,215.25710627436638
172,215.24808883666992
173,215.24111226201057
174,215.22802501916885
175,215.21964740753174
176,215.24664285779
177,215.24584516882896
178,215.2627384364605
179,215.20769050717354
180,215.2128809094429
181,215.20981389284134
182,215.21181491017342
183,215.2359058856964
184,215.22196498513222
185,215.21082377433777
186,215.21008837223053
187,215.21368116140366
188,215.2131862938404
189,215.17532432079315
190,215.19380605220795
191,215.16695740818977
192,215.18397423624992
193,215.19493755698204
194,215.18211951851845
195,215.1760912835598
196,215.17037969827652
197,215.1794573366642
198,215.19114458560944
199,215.18562331795692
200,215.15637949109077
201,215.1699104309082
202,215.1744074523449
203,215.1448268890381
204,215.16840919852257
205,215.1703684926033
206,215.15275713801384
207,215.1679960489273
208,215.15228965878487
209,215.15300032496452
210,215.14068487286568
211,215.15013176202774
212,215.1509691476822
213,215.1411330997944
214,215.16031780838966
215,215.12954965233803
216,215.15832340717316
217,215.13725635409355
218,215.12012422084808
219,215.14577409625053
220,215.14410284161568
221,215.14848467707634
222,215.15098196268082
223,215.14524027705193
224,215.13139069080353
225,215.1388300061226
226,215.11833563447
227,215.12845665216446
228,215.09871724247932
229,215.1475205719471
230,215.1133195757866
231,215.12359610199928
232,215.12114426493645
233,215.12036001682281
234,215.10472998023033
235,215.11814126372337
236,215.12057054042816
237,215.11703807115555
238,215.10799646377563
239,215.10828831791878
240,215.12692537903786
241,215.11331468820572
242,215.112676769495
243,215.1139714717865
244,215.1068574488163
245,215.10916671156883
246,215.10543152689934
247,215.12108185887337
248,215.11005076766014
249,215.11384770274162
250,215.09544548392296
251,215.12646090984344
252,215.10621517896652
253,215.1056018769741
254,215.11011058092117
