,loss
0,68.73571389913559
1,68.70775252580643
2,68.67060577869415
3,68.6131177842617
4,68.50241973996162
5,68.15006390213966
6,66.26933288574219
7,64.37457320094109
8,63.56853008270264
9,62.83484762907028
10,62.161129385232925
11,61.74255368113518
12,61.51546639204025
13,61.360996931791306
14,61.25770556926727
15,61.12275472283363
16,60.61442503333092
17,59.911869168281555
18,59.59590309858322
19,59.47255039215088
20,59.39972972869873
21,59.381463170051575
22,59.30812329053879
23,59.26270925998688
24,59.19246572256088
25,59.17392119765282
26,59.10711592435837
27,59.088459342718124
28,59.05185624957085
29,59.02442654967308
30,58.994586139917374
31,58.95910432934761
32,58.92395317554474
33,58.88187524676323
34,58.867497622966766
35,58.84718656539917
36,58.80542352795601
37,58.81207290291786
38,58.769710958004
39,58.75771141052246
40,58.72692605853081
41,58.71126303076744
42,58.68390119075775
43,58.675394117832184
44,58.61256268620491
45,58.6142643392086
46,58.582963317632675
47,58.61126208305359
48,58.543716847896576
49,58.56542760133743
50,58.54372555017471
51,58.51231589913368
52,58.48545065522194
53,58.46259918808937
54,58.44250112771988
55,58.42992976307869
56,58.46041375398636
57,58.40767401456833
58,58.38732609152794
59,58.41199350357056
60,58.3975031375885
61,58.323376417160034
62,58.332259237766266
63,58.31687170267105
64,58.27956002950668
65,58.27684476971626
66,58.243568271398544
67,58.263357788324356
68,58.22840425372124
69,58.222650587558746
70,58.19545006752014
71,58.195341378450394
72,58.18270060420036
73,58.140778839588165
74,58.131404519081116
75,58.13739165663719
76,58.09109878540039
77,58.064250469207764
78,58.02943027019501
79,57.938200920820236
80,57.825778752565384
81,57.740230679512024
82,57.64050671458244
83,57.569543808698654
84,57.46521204710007
85,57.39362448453903
86,57.30389577150345
87,57.30815878510475
88,57.20950922369957
89,57.18263176083565
90,57.15328800678253
91,57.11831906437874
92,57.08824461698532
93,57.058947712183
94,57.02535140514374
95,56.97903022170067
96,56.94937068223953
97,56.92145937681198
98,56.89781469106674
99,56.88434195518494
