,loss
0,102.62044823169708
1,102.55674469470978
2,102.43992468714714
3,101.87170696258545
4,99.26765170693398
5,95.55352392792702
6,92.11386170983315
7,89.65863811969757
8,89.09556812047958
9,88.89160639047623
10,88.77151000499725
11,88.58247843384743
12,88.52902901172638
13,88.43507462739944
14,88.37161514163017
15,88.26763433218002
16,88.2828514277935
17,88.1489183306694
18,88.11533549427986
19,88.13373079895973
20,87.92343032360077
21,87.26014432311058
22,86.91137915849686
23,86.7000629901886
24,86.5698661506176
25,86.52682074904442
26,86.42880961298943
27,86.34664788842201
28,86.2764228284359
29,86.23254695534706
30,86.1790420114994
31,86.14009156823158
32,86.06864288449287
33,86.03072103857994
34,85.99113231897354
35,85.93971768021584
36,85.91083693504333
37,85.8890460729599
38,85.8456335067749
39,85.84103599190712
40,85.80559983849525
41,85.76640704274178
42,85.75491151213646
43,85.71740594506264
44,85.67335999011993
45,85.72531619668007
46,85.67767849564552
47,85.63547664880753
48,85.61596983671188
49,85.62088099122047
50,85.56971251964569
51,85.52291649580002
52,85.49384340643883
53,85.51248440146446
54,85.48051130771637
55,85.46870517730713
56,85.43143805861473
57,85.43278995156288
58,85.4103431403637
59,85.37544831633568
60,85.36716255545616
61,85.34085389971733
62,85.33784681558609
63,85.328095048666
64,85.33956333994865
65,85.29437723755836
66,85.27237486839294
67,85.25243079662323
68,85.2676645219326
69,85.24001914262772
70,85.19342747330666
71,85.21194624900818
72,85.18478378653526
73,85.13834747672081
74,85.13095009326935
75,85.12927675247192
76,85.10359904170036
77,85.0724546611309
78,85.02058184146881
79,85.03020858764648
80,85.04613754153252
81,84.97733762860298
82,84.969999730587
83,84.97387605905533
84,84.93105950951576
85,84.93134924769402
86,84.92836856842041
87,84.88529497385025
88,84.8860699236393
89,84.86667087674141
90,84.8323820233345
91,84.82657849788666
92,84.8248482644558
93,84.7935711145401
94,84.79300424456596
95,84.74500438570976
96,84.7511750459671
97,84.74386397004128
98,84.73965847492218
99,84.72390952706337
100,84.68377828598022
101,84.71111708879471
102,84.67438235878944
103,84.22910982370377
104,83.7783337533474
105,83.56568446755409
106,83.40492656826973
107,83.28992912173271
108,83.23626419901848
109,83.20496073365211
110,83.12938976287842
111,83.11114752292633
112,83.08627611398697
113,82.99056705832481
114,82.9952283501625
115,82.96658515930176
116,82.92362296581268
117,82.93079772591591
118,82.86483174562454
119,82.86721673607826
120,82.88011613488197
121,82.85802012681961
122,82.81697130203247
123,82.78967535495758
124,82.77046757936478
125,82.75075948238373
126,82.72570523619652
127,82.71402987837791
128,82.7197280228138
129,82.6731368303299
130,82.67211735248566
131,82.66846379637718
132,82.6542317867279
133,82.67198568582535
134,82.62138849496841
135,82.62218549847603
136,82.66917660832405
137,82.60180363059044
138,82.60539609193802
139,82.07968556880951
140,81.51395326852798
141,81.3340345621109
142,81.23693692684174
143,81.16279393434525
144,81.08903041481972
145,81.06856900453568
146,81.00124967098236
147,80.98721992969513
148,80.95669138431549
149,80.94101038575172
150,80.9152181148529
151,80.89213508367538
152,80.885089635849
153,80.8580935895443
154,80.85479488968849
155,80.83147782087326
156,80.82225626707077
157,80.80242431163788
158,80.81112107634544
159,80.79338499903679
160,80.78297957777977
161,80.76731356978416
162,80.76611784100533
163,80.75005307793617
164,80.74572190642357
165,80.737300157547
166,80.74058729410172
167,80.72926220297813
168,80.72416064143181
169,80.70342200994492
170,80.69194406270981
171,80.69038119912148
172,80.67491814494133
173,80.68314415216446
174,80.67146319150925
175,80.64700731635094
176,80.64640736579895
177,80.64941829442978
178,80.64136055111885
179,80.62918856739998
180,80.62575426697731
181,80.62691289186478
182,80.62776413559914
183,80.61884263157845
184,80.6137022972107
185,80.60877391695976
186,80.6322311758995
187,80.59928172826767
188,80.59112215042114
189,80.59725823998451
190,80.59066107869148
191,80.58264026045799
192,80.58287712931633
193,80.58096143603325
194,80.57505252957344
195,80.56978771090508
196,80.57001185417175
197,80.56593778729439
198,80.56424275040627
199,80.5680900812149
200,80.5634777545929
201,80.56496006250381
202,80.54566758871078
203,80.55796706676483
204,80.56375908851624
205,80.56285148859024
206,80.55009007453918
207,80.54030904173851
208,80.55408871173859
209,80.54692333936691
210,80.54020467400551
211,80.53795948624611
212,80.53228110074997
213,80.53097149729729
214,80.53191033005714
215,80.53189033269882
216,80.5391660630703
217,80.52886578440666
218,80.51855021715164
219,80.51365685462952
220,80.51274362206459
221,80.52192866802216
222,80.50833448767662
223,80.50941243767738
224,80.51242655515671
225,80.5087867975235
226,80.52354919910431
227,80.49960571527481
228,80.50632920861244
229,80.5006283223629
230,80.5011155307293
231,80.50992235541344
232,80.50921472907066
233,80.50205582380295
234,80.49042624235153
235,80.49699118733406
236,80.50717458128929
237,80.49179476499557
238,80.4966472685337
239,80.49306520819664
240,80.48809817433357
241,80.48391765356064
242,80.48825705051422
243,80.47959247231483
244,80.48415014147758
245,80.49193379282951
246,80.48682290315628
247,80.47870284318924
248,80.48015922307968
249,80.48133373260498
250,80.47576555609703
251,80.48550945520401
252,80.48243451118469
253,80.48896810412407
254,80.4867499768734
255,80.47878101468086
256,80.46848583221436
257,80.47152760624886
258,80.47170007228851
259,80.47446620464325
260,80.46868580579758
261,80.46857389807701
262,80.46818521618843
263,80.46404713392258
264,80.4647274017334
265,80.46294566988945
266,80.46296390891075
267,80.46328982710838
268,80.46737331151962
269,80.46256881952286
270,80.46002632379532
271,80.46588698029518
272,80.45792484283447
273,80.46716231107712
274,80.45865297317505
275,80.46196153759956
276,80.46405923366547
277,80.46000680327415
278,80.45717057585716
279,80.45416676998138
280,80.45374009013176
281,80.45069921016693
282,80.45607647299767
283,80.44971090555191
284,80.446857213974
285,80.4564146399498
286,80.44987803697586
287,80.4518413245678
288,80.45004537701607
289,80.45584008097649
290,80.45687127113342
291,80.45546227693558
292,80.44175460934639
293,80.4422102868557
294,80.45054095983505
295,80.44107773900032
296,80.44277399778366
297,80.44214105606079
298,80.43777853250504
299,80.44338184595108
