,acc_nn_avg,acc_nn_std
0,0.735,-2.674384455022068
1,0.9512222222222223,-5.866493674873523
2,0.9632000000000001,-6.774015596415026
3,0.9659047619047619,-6.3280256805202555
4,0.9687777777777778,-7.7854511915107185
