,acc_knn_avg,acc_knn_std
0,0.851,-4.601847914628756
1,0.8906666666666667,-5.71388382831496
2,0.9009999999999999,-5.405244118751595
3,0.9078571428571428,-5.941157258302294
4,0.9115925925925925,-7.601588801448034
