,loss
0,307.0495649278164
1,298.0722894370556
2,273.41687336564064
3,267.53608107566833
4,266.71069371700287
5,266.1056561470032
6,265.74837240576744
7,264.8918887078762
8,262.04839622974396
9,260.82629749178886
10,260.1772149503231
11,259.6487295329571
12,259.40157666802406
13,259.0598161816597
14,258.9162841439247
15,258.652221262455
16,255.71009835600853
17,253.64088886976242
18,252.98132100701332
19,252.5799761712551
20,249.61825317144394
21,246.38039925694466
22,245.64137744903564
23,245.1703537106514
24,244.91242748498917
25,244.73040398955345
26,244.5099542438984
27,244.31203362345695
28,244.15989458560944
29,244.10898551344872
30,243.93638408184052
31,243.83875700831413
32,243.73644629120827
33,243.62985080480576
34,243.57378721237183
35,243.53903776407242
36,243.42732787132263
37,243.36894372105598
38,243.3102734386921
39,243.23625910282135
40,243.21680837869644
41,243.18422111868858
42,243.16997560858727
43,243.09888523817062
44,243.03164193034172
45,243.02601996064186
46,242.97070035338402
47,242.94272777438164
48,242.95471680164337
49,242.93574857711792
50,242.86321717500687
51,242.82018646597862
52,242.81329917907715
53,242.80264884233475
54,242.7772934138775
55,242.7385729253292
56,242.70124730467796
57,242.69263568520546
58,242.68974381685257
59,242.64714688062668
60,242.67006158828735
61,242.61196357011795
62,242.58685451745987
63,242.54439774155617
64,242.55073606967926
65,242.55272048711777
66,242.53437674045563
67,242.47737455368042
68,242.49849182367325
69,242.4451968371868
70,242.4611266553402
71,242.42288494110107
72,242.43065652251244
73,242.4009515941143
74,242.40976598858833
75,242.38422864675522
76,242.36478489637375
77,242.37165772914886
78,242.37469735741615
79,242.30235317349434
80,242.30190053582191
81,242.30178594589233
82,242.3075135052204
83,242.25809228420258
84,242.26032906770706
85,242.2302276790142
86,242.23685988783836
87,242.24128460884094
88,242.2034688293934
89,242.17602270841599
90,242.2030545771122
91,242.17489901185036
92,242.1684174835682
93,242.18158996105194
94,242.15430814027786
95,242.14667454361916
96,242.13413140177727
97,242.1359461247921
98,242.17554378509521
99,242.12896713614464
100,242.13861736655235
101,242.1000108718872
102,242.06502610445023
103,242.07475650310516
104,242.1003419160843
105,242.08199763298035
106,242.06659844517708
107,242.05890673398972
108,242.04737016558647
109,242.05676463246346
110,242.04946726560593
111,242.0217463374138
112,242.01005038619041
113,242.04210290312767
114,242.04040071368217
115,242.03516447544098
116,242.00753605365753
117,242.00816988945007
118,241.98232594132423
119,241.96162268519402
120,241.98219999670982
121,241.94633841514587
122,242.00806191563606
123,241.96048718690872
124,241.98858207464218
125,241.9793651998043
126,241.94889467954636
127,241.92497643828392
128,241.92072695493698
129,241.92087775468826
130,241.92093819379807
131,241.94160315394402
132,241.93463465571404
133,241.93508541584015
134,241.933906853199
135,241.9235327243805
136,241.90725511312485
137,241.89280822873116
138,241.91972863674164
139,241.8845833837986
140,241.89432749152184
141,241.886198669672
142,241.89870509505272
143,241.8717601597309
144,241.87017798423767
145,241.86431261897087
146,241.89170598983765
147,241.88821598887444
148,241.86118307709694
149,241.86987301707268
150,241.84379476308823
151,241.85604590177536
152,241.8467556834221
153,241.87873908877373
154,241.85514694452286
155,241.82967895269394
156,241.83279886841774
157,241.86031341552734
158,241.83052411675453
159,241.82166594266891
160,241.82258373498917
161,241.80613020062447
162,241.80350548028946
163,241.82575738430023
164,241.8257209956646
165,241.81598550081253
166,241.8169106543064
167,241.81801867485046
168,241.81594368815422
169,241.809297144413
170,241.81771257519722
171,241.83195906877518
172,241.7907097041607
173,241.81990572810173
174,241.8252006471157
175,241.7805921137333
176,241.77836459875107
177,241.7715445458889
178,241.79133546352386
179,241.77996510267258
180,241.75901660323143
181,241.76539877057076
182,241.781950622797
183,241.7718696296215
184,241.77679806947708
185,241.7676944732666
186,241.77175682783127
187,241.7699649631977
188,241.76661029458046
189,241.7329674065113
190,241.71391239762306
191,241.79587560892105
192,241.7707551419735
193,241.7632921040058
194,241.74028423428535
195,241.73609927296638
196,241.73706084489822
197,241.76049029827118
198,241.7428175508976
199,241.75870206952095
200,241.71451139450073
201,241.72747084498405
202,241.72342571616173
203,241.74177995324135
204,241.7265827357769
205,241.7220420539379
206,241.73804089426994
207,241.7447135746479
208,241.73257720470428
209,241.7159734070301
210,241.71770039200783
211,241.696257263422
212,241.72427386045456
213,241.70996725559235
214,241.717822432518
215,241.69944161176682
216,241.71437084674835
