,loss
0,101.35023349523544
1,101.30770787596703
2,101.23643133044243
3,100.89936637878418
4,99.48790428042412
5,98.0339657664299
6,96.61199152469635
7,94.30915582180023
8,92.36969512701035
9,89.7043793797493
10,87.50705996155739
11,86.51124310493469
12,86.14536601305008
13,85.88302809000015
14,85.71489000320435
15,85.55855640769005
16,84.7115837931633
17,84.13081708550453
18,83.89821410179138
19,83.75267574191093
20,83.61191439628601
21,83.53657892346382
22,83.43252938985825
23,83.36241927742958
24,83.36944246292114
25,83.28098875284195
26,83.20912566781044
27,83.11974465847015
28,83.11447581648827
29,83.0469211935997
30,83.08877548575401
31,82.97681301832199
32,82.94876062870026
33,82.90244680643082
34,82.84153681993484
35,82.8144201040268
36,82.75410616397858
37,82.77110469341278
38,82.71792849898338
39,82.71934509277344
40,82.64861226081848
41,82.61267507076263
42,82.59836828708649
43,82.60139068961143
44,82.530721783638
45,82.52996689081192
46,82.4880703985691
47,82.44967105984688
48,82.4595656991005
49,82.43191370368004
50,82.39400628209114
51,82.39555275440216
52,82.36164358258247
53,82.32774791121483
54,82.31882083415985
55,82.28497675061226
56,82.2656100988388
57,82.28106346726418
58,82.23756209015846
59,82.25353807210922
60,82.20570680499077
61,82.18862420320511
62,82.18817037343979
63,82.149797976017
64,82.10075184702873
65,82.10324335098267
66,82.08909890055656
67,82.07956141233444
68,82.025086581707
69,82.04188480973244
70,82.00481468439102
71,81.9828932583332
72,82.00311034917831
73,81.96374669671059
74,81.96017208695412
75,81.9541651904583
76,81.91298121213913
77,81.90800648927689
78,81.86725923418999
79,81.84881621599197
80,81.86817115545273
81,81.83858424425125
82,81.80572739243507
83,81.7891795039177
84,81.79508608579636
85,81.77873513102531
86,81.77943423390388
87,81.77250891923904
88,81.73423048853874
89,81.78986456990242
90,81.72730514407158
91,81.71457594633102
92,81.70894384384155
93,81.70478028059006
94,81.66973832249641
95,81.66657388210297
96,81.68623059988022
97,81.64980283379555
98,81.62608858942986
99,81.640466183424
100,81.64609959721565
101,81.61217615008354
102,81.62367624044418
103,81.59740543365479
104,81.591717004776
105,81.56991854310036
106,81.58199819922447
107,81.58202788233757
108,81.56903979182243
109,81.57729971408844
110,81.56274762749672
111,81.52531120181084
112,81.53536954522133
113,81.54025807976723
114,81.50622338056564
115,81.49893459677696
116,81.49170488119125
117,81.48308753967285
118,81.46170616149902
119,81.46922653913498
120,81.46283772587776
121,81.44694209098816
122,81.45912596583366
123,81.43655723333359
124,81.43447282910347
125,81.4137889444828
126,81.42428416013718
127,81.42856785655022
128,81.40890300273895
129,81.41649997234344
130,81.40123146772385
131,81.42321172356606
132,81.39039140939713
133,81.40654590725899
134,81.37795746326447
135,81.37065410614014
136,81.36734661459923
137,81.35137248039246
138,81.35714173316956
139,81.33980640769005
140,81.33439314365387
141,81.34490820765495
142,81.32216310501099
143,81.31763312220573
144,81.33787259459496
145,81.33149194717407
146,81.30033814907074
147,81.29132142663002
148,81.30757457017899
149,81.28268510103226
150,81.27829024195671
151,81.26874613761902
152,81.28619867563248
153,81.28186529874802
154,81.27852827310562
155,81.25586798787117
156,81.2538030743599
157,81.28170475363731
158,81.26334643363953
159,81.2619566321373
160,81.24753952026367
161,81.24464026093483
162,81.25178581476212
163,81.22104886174202
164,81.22742962837219
165,81.23828193545341
166,81.2342180609703
167,81.24531733989716
168,81.21790146827698
169,81.21653953194618
170,81.21162784099579
171,81.20663779973984
172,81.20289415121078
173,81.20458403229713
174,81.18823117017746
175,80.99102884531021
176,80.65209972858429
177,80.48126021027565
178,80.35320642590523
179,80.25173929333687
180,80.1721867620945
